"","Year","Month","Country","Rain_fall","Temperature","Date"
"1875","1997",3,"DNK",29.1904,3.80853,"1997-3"
"1876","1997",4,"DNK",33.0928,5.89224,"1997-4"
"1877","1997",5,"DNK",71.6744,10.0333,"1997-5"
"1878","1997",6,"DNK",61.6451,15.2816,"1997-6"
"1879","1997",7,"DNK",49.2701,18.0097,"1997-7"
"1880","1997",8,"DNK",48.8788,19.701,"1997-8"
"1881","1997",9,"DNK",42.1788,13.6666,"1997-9"
"1882","1997",10,"DNK",74.6476,7.80538,"1997-10"
"1883","1997",11,"DNK",46.1591,4.01058,"1997-11"
"1884","1997",12,"DNK",60.7474,2.04428,"1997-12"
"1885","1998",1,"DNK",65.376,2.10819,"1998-1"
"1886","1998",2,"DNK",47.8405,4.53941,"1998-2"
"1887","1998",3,"DNK",54.2057,3.84665,"1998-3"
"1888","1998",4,"DNK",70.357,6.95226,"1998-4"
"1889","1998",5,"DNK",33.1983,12.2197,"1998-5"
"1890","1998",6,"DNK",84.9402,14.2868,"1998-6"
"1891","1998",7,"DNK",100.077,14.9213,"1998-7"
"1892","1998",8,"DNK",58.8968,14.9937,"1998-8"
"1893","1998",9,"DNK",70.9655,13.5327,"1998-9"
"1894","1998",10,"DNK",154.429,8.4784,"1998-10"
"1895","1998",11,"DNK",54.7517,1.57024,"1998-11"
"1896","1998",12,"DNK",59.5762,0.81701,"1998-12"
"1897","1999",1,"DNK",73.3507,1.71289,"1999-1"
"1898","1999",2,"DNK",52.2611,0.81464,"1999-2"
"1899","1999",3,"DNK",73.1876,3.7827,"1999-3"
"1900","1999",4,"DNK",44.8993,7.94367,"1999-4"
"1901","1999",5,"DNK",50.0151,10.9162,"1999-5"
"1902","1999",6,"DNK",115.911,14.0771,"1999-6"
"1903","1999",7,"DNK",52.9257,17.8449,"1999-7"
"1904","1999",8,"DNK",95.8498,16.8665,"1999-8"
"1905","1999",9,"DNK",79.9681,16.1812,"1999-9"
"1906","1999",10,"DNK",74.212,9.30719,"1999-10"
"1907","1999",11,"DNK",38.4362,5.38737,"1999-11"
"1908","1999",12,"DNK",128.553,1.97547,"1999-12"
"1909","2000",1,"DNK",53.3284,2.46339,"2000-1"
"1910","2000",2,"DNK",64.6287,3.2096,"2000-2"
"1911","2000",3,"DNK",58.3804,3.87476,"2000-3"
"1912","2000",4,"DNK",45.0447,8.62409,"2000-4"
"1913","2000",5,"DNK",49.8019,13.0018,"2000-5"
"1914","2000",6,"DNK",66.1205,14.1487,"2000-6"
"1915","2000",7,"DNK",44.6503,15.3187,"2000-7"
"1916","2000",8,"DNK",40.7553,15.7381,"2000-8"
"1917","2000",9,"DNK",72.8628,13.1758,"2000-9"
"1918","2000",10,"DNK",86.129,11.1005,"2000-10"
"1919","2000",11,"DNK",95.1104,6.92962,"2000-11"
"1920","2000",12,"DNK",67.6004,3.39197,"2000-12"
"1921","2001",1,"DNK",48.2675,1.33253,"2001-1"
"1922","2001",2,"DNK",43.7016,0.22878,"2001-2"
"1923","2001",3,"DNK",39.4526,1.37486,"2001-3"
"1924","2001",4,"DNK",64.7371,5.98866,"2001-4"
"1925","2001",5,"DNK",33.4589,11.7543,"2001-5"
"1926","2001",6,"DNK",66.2216,13.1947,"2001-6"
"1927","2001",7,"DNK",46.0311,18.049,"2001-7"
"1928","2001",8,"DNK",89.5324,17.2767,"2001-8"
"1929","2001",9,"DNK",134.51,12.6512,"2001-9"
"1930","2001",10,"DNK",61.5047,11.9887,"2001-10"
"1931","2001",11,"DNK",59.698,5.12239,"2001-11"
"1932","2001",12,"DNK",60.8807,0.21505,"2001-12"
"1933","2002",1,"DNK",79.9477,2.33997,"2002-1"
"1934","2002",2,"DNK",98.657,4.02029,"2002-2"
"1935","2002",3,"DNK",31.4136,4.44908,"2002-3"
"1936","2002",4,"DNK",32.5991,7.49116,"2002-4"
"1937","2002",5,"DNK",46.0828,12.9817,"2002-5"
"1938","2002",6,"DNK",98.2599,15.8777,"2002-6"
"1939","2002",7,"DNK",111.285,17.4613,"2002-7"
"1940","2002",8,"DNK",76.5249,19.5697,"2002-8"
"1941","2002",9,"DNK",40.6686,14.8604,"2002-9"
"1942","2002",10,"DNK",115.432,7.08929,"2002-10"
"1943","2002",11,"DNK",84.6788,3.84329,"2002-11"
"1944","2002",12,"DNK",32.0368,-0.7085,"2002-12"
"1945","2003",1,"DNK",47.6574,-0.3074,"2003-1"
"1946","2003",2,"DNK",12.1348,-1.6305,"2003-2"
"1947","2003",3,"DNK",18.6846,3.42706,"2003-3"
"1948","2003",4,"DNK",55.1058,7.25292,"2003-4"
"1949","2003",5,"DNK",84.1899,11.713,"2003-5"
"1950","2003",6,"DNK",69.3666,16.167,"2003-6"
"1951","2003",7,"DNK",78.4889,18.4046,"2003-7"
"1952","2003",8,"DNK",39.7655,18.1249,"2003-8"
"1953","2003",9,"DNK",48.2563,14.169,"2003-9"
"1954","2003",10,"DNK",54.2283,6.52798,"2003-10"
"1955","2003",11,"DNK",59.3699,6.21899,"2003-11"
"1956","2003",12,"DNK",64.3904,3.35804,"2003-12"
"1957","2004",1,"DNK",85.3947,-0.8767,"2004-1"
"1958","2004",2,"DNK",42.7933,1.74423,"2004-2"
"1959","2004",3,"DNK",44.3285,3.68345,"2004-3"
"1960","2004",4,"DNK",38.4495,8.26677,"2004-4"
"1961","2004",5,"DNK",33.4912,11.4968,"2004-5"
"1962","2004",6,"DNK",65.0716,13.8185,"2004-6"
"1963","2004",7,"DNK",80.8288,15.5819,"2004-7"
"1964","2004",8,"DNK",93.7485,18.1891,"2004-8"
"1965","2004",9,"DNK",67.0108,13.9314,"2004-9"
"1966","2004",10,"DNK",98.2944,9.49961,"2004-10"
"1967","2004",11,"DNK",58.5459,5.02192,"2004-11"
"1968","2004",12,"DNK",59.1781,3.50089,"2004-12"
"1969","2005",1,"DNK",51.5649,3.09381,"2005-1"
"1970","2005",2,"DNK",44.1993,-0.0488,"2005-2"
"1971","2005",3,"DNK",40.1308,1.56727,"2005-3"
"1972","2005",4,"DNK",25.1892,7.67632,"2005-4"
"1973","2005",5,"DNK",61.4708,11.0977,"2005-5"
"1974","2005",6,"DNK",58.3555,14.2533,"2005-6"
"1975","2005",7,"DNK",94.4529,17.6925,"2005-7"
"1976","2005",8,"DNK",51.4979,15.7891,"2005-8"
"1977","2005",9,"DNK",34.2503,14.6205,"2005-9"
"1978","2005",10,"DNK",62.7167,11.0259,"2005-10"
"1979","2005",11,"DNK",67.3169,5.8808,"2005-11"
"1980","2005",12,"DNK",55.8338,2.07994,"2005-12"
"1981","2006",1,"DNK",26.6594,-1.534,"2006-1"
"1982","2006",2,"DNK",50.1251,0.09628,"2006-2"
"1983","2006",3,"DNK",43.4834,-0.2019,"2006-3"
"1984","2006",4,"DNK",46.0393,6.34242,"2006-4"
"1985","2006",5,"DNK",74.911,11.6354,"2006-5"
"1986","2006",6,"DNK",28.2967,15.4007,"2006-6"
"1987","2006",7,"DNK",29.8141,19.9446,"2006-7"
"1988","2006",8,"DNK",158.045,17.3303,"2006-8"
"1989","2006",9,"DNK",32.9027,16.2795,"2006-9"
"1990","2006",10,"DNK",117.889,12.3155,"2006-10"
"1991","2006",11,"DNK",87.9671,7.74291,"2006-11"
"1992","2006",12,"DNK",89.0283,6.45062,"2006-12"
"1993","2007",1,"DNK",106.833,4.56562,"2007-1"
"1994","2007",2,"DNK",82.5392,1.89857,"2007-2"
"1995","2007",3,"DNK",35.2036,6.17297,"2007-3"
"1996","2007",4,"DNK",10.4261,9.41354,"2007-4"
"1997","2007",5,"DNK",71.0248,11.9284,"2007-5"
"1998","2007",6,"DNK",123.786,16.3953,"2007-6"
"1999","2007",7,"DNK",129.796,16.2207,"2007-7"
"2000","2007",8,"DNK",66.6836,16.9877,"2007-8"
"2001","2007",9,"DNK",84.3244,13.0647,"2007-9"
"2002","2007",10,"DNK",35.6284,8.84762,"2007-10"
"2003","2007",11,"DNK",47.4405,4.88357,"2007-11"
"2004","2007",12,"DNK",65.6059,3.29184,"2007-12"
"2005","2008",1,"DNK",78.206,3.60583,"2008-1"
"2006","2008",2,"DNK",39.538,4.22838,"2008-2"
"2007","2008",3,"DNK",73.3964,3.8019,"2008-3"
"2008","2008",4,"DNK",38.8458,7.66164,"2008-4"
"2009","2008",5,"DNK",15.0384,13.1609,"2008-5"
"2010","2008",6,"DNK",45.1319,15.4819,"2008-6"
"2011","2008",7,"DNK",52.4761,17.9869,"2008-7"
"2012","2008",8,"DNK",133.314,16.9058,"2008-8"
"2013","2008",9,"DNK",66.1272,13.2588,"2008-9"
"2014","2008",10,"DNK",99.0116,9.77508,"2008-10"
"2015","2008",11,"DNK",67.6375,5.75179,"2008-11"
"2016","2008",12,"DNK",35.0852,2.2478,"2008-12"
"2017","2009",1,"DNK",38.8516,0.44195,"2009-1"
"2018","2009",2,"DNK",34.7412,0.42592,"2009-2"
"2019","2009",3,"DNK",51.202,4.00899,"2009-3"
"2020","2009",4,"DNK",11.7367,9.57888,"2009-4"
"2021","2009",5,"DNK",60.3164,11.9181,"2009-5"
"2022","2009",6,"DNK",58.8472,14.1832,"2009-6"
"2023","2009",7,"DNK",83.2774,17.827,"2009-7"
"2024","2009",8,"DNK",61.1515,17.7433,"2009-8"
"2025","2009",9,"DNK",38.294,14.5128,"2009-9"
"2026","2009",10,"DNK",80.9029,7.87843,"2009-10"
"2027","2009",11,"DNK",121.783,7.02459,"2009-11"
"2028","2009",12,"DNK",68.4032,0.40975,"2009-12"
"2029","2010",1,"DNK",32.9744,-3.7708,"2010-1"
"2030","2010",2,"DNK",46.2396,-2.3204,"2010-2"
"2031","2010",3,"DNK",38.9224,2.78811,"2010-3"
"2032","2010",4,"DNK",23.6943,7.3238,"2010-4"
"2033","2010",5,"DNK",61.6168,9.6597,"2010-5"
"2034","2010",6,"DNK",47.6455,14.347,"2010-6"
"2035","2010",7,"DNK",70.0213,19.3534,"2010-7"
"2036","2010",8,"DNK",118.912,16.7475,"2010-8"
"2037","2010",9,"DNK",71.296,12.9499,"2010-9"
"2038","2010",10,"DNK",81.8621,8.68305,"2010-10"
"2039","2010",11,"DNK",109.237,3.02535,"2010-11"
"2040","2010",12,"DNK",40.4297,-4.1157,"2010-12"
"2041","2011",1,"DNK",46.3504,0.13516,"2011-1"
"2042","2011",2,"DNK",49.5656,-0.472,"2011-2"
"2043","2011",3,"DNK",25.6785,3.02469,"2011-3"
"2044","2011",4,"DNK",16.3163,9.67891,"2011-4"
"2045","2011",5,"DNK",55.8193,12.0192,"2011-5"
"2046","2011",6,"DNK",88.053,15.6274,"2011-6"
"2047","2011",7,"DNK",121.56,16.8123,"2011-7"
"2048","2011",8,"DNK",133.449,16.581,"2011-8"
"2049","2011",9,"DNK",85.6827,14.5201,"2011-9"
"2050","2011",10,"DNK",70.7103,9.98266,"2011-10"
"2051","2011",11,"DNK",16.7512,6.32891,"2011-11"
"2052","2011",12,"DNK",90.2685,4.09946,"2011-12"
"2053","2012",1,"DNK",84.7342,1.88948,"2012-1"
"2054","2012",2,"DNK",29.1851,-0.8116,"2012-2"
"2055","2012",3,"DNK",13.5063,5.75775,"2012-3"
"2056","2012",4,"DNK",44.3732,6.72381,"2012-4"
"2057","2012",5,"DNK",40.7766,12.4413,"2012-5"
"2058","2012",6,"DNK",82.2526,13.4681,"2012-6"
"2059","2012",7,"DNK",97.1082,16.5155,"2012-7"
"2060","2012",8,"DNK",59.986,17.1335,"2012-8"
"2061","2012",9,"DNK",71.1082,13.4085,"2012-9"
"2062","2012",10,"DNK",78.3219,8.86739,"2012-10"
"2063","2012",11,"DNK",59.9401,5.94028,"2012-11"
"2064","2012",12,"DNK",75.4023,-0.0653,"2012-12"
"2065","2013",1,"DNK",63.0471,-0.1109,"2013-1"
"2066","2013",2,"DNK",26.5614,-0.51,"2013-2"
"2067","2013",3,"DNK",10.2203,-0.6061,"2013-3"
"2068","2013",4,"DNK",25.0658,6.15755,"2013-4"
"2069","2013",5,"DNK",77.1662,12.3917,"2013-5"
"2070","2013",6,"DNK",68.5752,14.8105,"2013-6"
"2071","2013",7,"DNK",24.7298,18.0482,"2013-7"
"2072","2013",8,"DNK",47.0223,17.4822,"2013-8"
"2073","2013",9,"DNK",77.0709,13.3983,"2013-9"
"2074","2013",10,"DNK",103.852,10.8866,"2013-10"
"2075","2013",11,"DNK",76.4652,5.86506,"2013-11"
"2076","2013",12,"DNK",76.0595,4.87719,"2013-12"
"2077","2014",1,"DNK",68.8712,1.12533,"2014-1"
"2078","2014",2,"DNK",53.7662,3.9491,"2014-2"
"2079","2014",3,"DNK",30.4698,6.10089,"2014-3"
"2080","2014",4,"DNK",45.597,9.22846,"2014-4"
"2081","2014",5,"DNK",69.39,12.0459,"2014-5"
"2082","2014",6,"DNK",44.9183,15.3266,"2014-6"
"2083","2014",7,"DNK",47.3728,19.5949,"2014-7"
"2084","2014",8,"DNK",112.244,16.4083,"2014-8"
"2085","2014",9,"DNK",53.8359,15.1138,"2014-9"
"2086","2014",10,"DNK",128.734,12.2148,"2014-10"
"2087","2014",11,"DNK",48.0757,7.40877,"2014-11"
"2088","2014",12,"DNK",118.512,3.54848,"2014-12"
"2089","2015",1,"DNK",113.679,2.54286,"2015-1"
"2090","2015",2,"DNK",30.5289,1.5806,"2015-2"
"2091","2015",3,"DNK",62.4122,4.76278,"2015-3"
"2092","2015",4,"DNK",27.2651,7.36301,"2015-4"
"2093","2015",5,"DNK",73.8091,10.1277,"2015-5"
"2094","2015",6,"DNK",47.9531,13.4474,"2015-6"
"2095","2015",7,"DNK",83.3761,16.391,"2015-7"
"2096","2015",8,"DNK",73.5044,17.8878,"2015-8"
"2097","2015",9,"DNK",91.9917,13.3752,"2015-9"
"2098","2015",10,"DNK",39.6942,9.13868,"2015-10"
"2099","2015",11,"DNK",140.263,7.31066,"2015-11"
"2100","2015",12,"DNK",89.9933,6.57103,"2015-12"
"2101","1991",1,"EST",50.6696,-2.3733,"1991-1"
"2102","1991",2,"EST",33.3179,-5.3492,"1991-2"
"2103","1991",3,"EST",38.8745,0.09612,"1991-3"
"2104","1991",4,"EST",27.5979,4.91052,"1991-4"
"2105","1991",5,"EST",55.7873,8.53469,"1991-5"
"2106","1991",6,"EST",93.2391,12.99,"1991-6"
"2107","1991",7,"EST",49.2671,17.4827,"1991-7"
"2108","1991",8,"EST",76.2122,17.2845,"1991-8"
"2109","1991",9,"EST",72.7703,11.2588,"1991-9"
"2110","1991",10,"EST",60.3067,6.87965,"1991-10"
"2111","1991",11,"EST",87.9037,3.4582,"1991-11"
"2112","1991",12,"EST",40.9421,-0.8,"1991-12"
"2113","1992",1,"EST",66.6957,-1.1046,"1992-1"
"2114","1992",2,"EST",43.0784,-1.5875,"1992-2"
"2115","1992",3,"EST",46.5268,1.42232,"1992-3"
"2116","1992",4,"EST",57.1714,3.34252,"1992-4"
"2117","1992",5,"EST",33.5913,11.5409,"1992-5"
"2118","1992",6,"EST",16.8518,15.8355,"1992-6"
"2119","1992",7,"EST",36.6183,17.0951,"1992-7"
"2120","1992",8,"EST",59.8614,16.2051,"1992-8"
"2121","1992",9,"EST",62.6968,12.6979,"1992-9"
"2122","1992",10,"EST",72.8903,2.15063,"1992-10"
"2123","1992",11,"EST",60.8781,-0.5135,"1992-11"
"2124","1992",12,"EST",32.0912,0.08584,"1992-12"
"2125","1993",1,"EST",66.2711,-1.7413,"1993-1"
"2126","1993",2,"EST",33.576,-2.0937,"1993-2"
"2127","1993",3,"EST",35.8311,-0.5829,"1993-3"
"2128","1993",4,"EST",23.3241,4.94462,"1993-4"
"2129","1993",5,"EST",18.8595,14.0514,"1993-5"
"2130","1993",6,"EST",76.8646,12.3234,"1993-6"
"2131","1993",7,"EST",105.478,16.1048,"1993-7"
"2132","1993",8,"EST",114.625,14.3473,"1993-8"
"2133","1993",9,"EST",45.5141,7.53485,"1993-9"
"2134","1993",10,"EST",64.7441,4.8227,"1993-10"
"2135","1993",11,"EST",7.32043,-3.9646,"1993-11"
"2136","1993",12,"EST",67.7829,-2.441,"1993-12"
"2137","1994",1,"EST",51.9539,-3.2125,"1994-1"
"2138","1994",2,"EST",6.8539,-11.554,"1994-2"
"2139","1994",3,"EST",63.7736,-1.9337,"1994-3"
"2140","1994",4,"EST",44.8398,6.55444,"1994-4"
"2141","1994",5,"EST",52.4302,9.07727,"1994-5"
"2142","1994",6,"EST",59.9589,12.7426,"1994-6"
"2143","1994",7,"EST",19.8215,19.4175,"1994-7"
"2144","1994",8,"EST",83.4384,16.3239,"1994-8"
"2145","1994",9,"EST",100.107,12.2348,"1994-9"
"2146","1994",10,"EST",65.5781,5.39409,"1994-10"
"2147","1994",11,"EST",51.8934,0.4621,"1994-11"
"2148","1994",12,"EST",57.1733,-1.0041,"1994-12"
"2149","1995",1,"EST",44.9392,-3.446,"1995-1"
"2150","1995",2,"EST",54.2823,-0.1813,"1995-2"
"2151","1995",3,"EST",63.3058,0.70857,"1995-3"
"2152","1995",4,"EST",33.8704,4.77922,"1995-4"
"2153","1995",5,"EST",81.7541,9.90316,"1995-5"
"2154","1995",6,"EST",80.9234,17.1467,"1995-6"
"2155","1995",7,"EST",50.1994,16.2106,"1995-7"
"2156","1995",8,"EST",52.3814,16.5041,"1995-8"
"2157","1995",9,"EST",52.5899,11.686,"1995-9"
"2158","1995",10,"EST",57.5002,8.65758,"1995-10"
"2159","1995",11,"EST",56.8979,-1.0469,"1995-11"
"2160","1995",12,"EST",29.5562,-6.9277,"1995-12"
"2161","1996",1,"EST",18.8221,-6.6181,"1996-1"
"2162","1996",2,"EST",30.2902,-10.04,"1996-2"
"2163","1996",3,"EST",16.7138,-3.2661,"1996-3"
"2164","1996",4,"EST",21.7188,4.20532,"1996-4"
"2165","1996",5,"EST",71.3656,9.98254,"1996-5"
"2166","1996",6,"EST",44.1784,13.5212,"1996-6"
"2167","1996",7,"EST",94.0846,15.0068,"1996-7"
"2168","1996",8,"EST",16.2967,18.1525,"1996-8"
"2169","1996",9,"EST",38.519,9.61531,"1996-9"
"2170","1996",10,"EST",67.3483,7.42945,"1996-10"
"2171","1996",11,"EST",93.402,3.76915,"1996-11"
"2172","1996",12,"EST",60.0416,-5.0497,"1996-12"
"2173","1997",1,"EST",38.7317,-3.863,"1997-1"
"2174","1997",2,"EST",56.301,-2.5218,"1997-2"
"2175","1997",3,"EST",24.7476,-0.5409,"1997-3"
"2176","1997",4,"EST",57.4426,2.84999,"1997-4"
"2177","1997",5,"EST",43.7076,8.8034,"1997-5"
"2178","1997",6,"EST",84.588,16.0255,"1997-6"
"2179","1997",7,"EST",66.5905,18.6353,"1997-7"
"2180","1997",8,"EST",16.8135,18.991,"1997-8"
"2181","1997",9,"EST",96.0351,11.4349,"1997-9"
"2182","1997",10,"EST",98.8771,4.13983,"1997-10"
"2183","1997",11,"EST",69.2387,0.70911,"1997-11"
"2184","1997",12,"EST",40.9007,-3.7731,"1997-12"
"2185","1998",1,"EST",52.3426,-1.3622,"1998-1"
"2186","1998",2,"EST",40.7926,-3.5101,"1998-2"
"2187","1998",3,"EST",25.9568,-2.8422,"1998-3"
"2188","1998",4,"EST",28.8353,5.03895,"1998-4"
"2189","1998",5,"EST",57.765,10.8778,"1998-5"
"2190","1998",6,"EST",120.39,14.7473,"1998-6"
"2191","1998",7,"EST",104.429,16.1071,"1998-7"
"2192","1998",8,"EST",116.849,14.2526,"1998-8"
"2193","1998",9,"EST",37.1756,11.8843,"1998-9"
"2194","1998",10,"EST",88.7534,6.29307,"1998-10"
"2195","1998",11,"EST",23.2403,-3.7264,"1998-11"
"2196","1998",12,"EST",53.3701,-3.0663,"1998-12"
"2197","1999",1,"EST",76.4853,-4.8733,"1999-1"
"2198","1999",2,"EST",51.2079,-6.1356,"1999-2"
"2199","1999",3,"EST",22.165,-0.2933,"1999-3"
"2200","1999",4,"EST",41.7733,7.04951,"1999-4"
"2201","1999",5,"EST",21.2218,8.52333,"1999-5"
"2202","1999",6,"EST",51.4651,18.0903,"1999-6"
"2203","1999",7,"EST",36.7931,18.907,"1999-7"
"2204","1999",8,"EST",54.1182,15.8108,"1999-8"
"2205","1999",9,"EST",38.0845,13.4977,"1999-9"
"2206","1999",10,"EST",106.628,7.14721,"1999-10"
"2207","1999",11,"EST",28.2981,1.89944,"1999-11"
"2208","1999",12,"EST",78.8141,-1.6354,"1999-12"
"2209","2000",1,"EST",42.0557,-2.9274,"2000-1"
"2210","2000",2,"EST",33.9225,-1.6607,"2000-2"
"2211","2000",3,"EST",45.2307,-0.2113,"2000-3"
"2212","2000",4,"EST",27.9737,7.96594,"2000-4"
"2213","2000",5,"EST",37.6127,11.0008,"2000-5"
"2214","2000",6,"EST",70.3502,14.0851,"2000-6"
"2215","2000",7,"EST",107.666,16.4806,"2000-7"
"2216","2000",8,"EST",69.9508,15.7612,"2000-8"
"2217","2000",9,"EST",21.3964,10.2719,"2000-9"
"2218","2000",10,"EST",66.1959,9.08513,"2000-10"
"2219","2000",11,"EST",77.7829,4.33724,"2000-11"
"2220","2000",12,"EST",53.5771,0.7114,"2000-12"
"2221","2001",1,"EST",41.7323,-1.7833,"2001-1"
"2222","2001",2,"EST",47.2622,-5.6699,"2001-2"
"2223","2001",3,"EST",32.8801,-2.4593,"2001-3"
"2224","2001",4,"EST",71.4214,6.51437,"2001-4"
"2225","2001",5,"EST",40.6431,10.3431,"2001-5"
"2226","2001",6,"EST",97.7117,14.038,"2001-6"
"2227","2001",7,"EST",94.1881,20.3433,"2001-7"
"2228","2001",8,"EST",88.6168,16.7315,"2001-8"
"2229","2001",9,"EST",76.072,12.3243,"2001-9"
"2230","2001",10,"EST",70.0023,8.43023,"2001-10"
"2231","2001",11,"EST",80.5266,0.57292,"2001-11"
"2232","2001",12,"EST",36.6845,-7.0092,"2001-12"
"2233","2002",1,"EST",59.7557,-3.0615,"2002-1"
"2234","2002",2,"EST",54.6694,-0.5382,"2002-2"
"2235","2002",3,"EST",38.048,0.88302,"2002-3"
"2236","2002",4,"EST",17.168,6.25027,"2002-4"
"2237","2002",5,"EST",20.8009,12.8546,"2002-5"
"2238","2002",6,"EST",86.6963,16.0028,"2002-6"
"2239","2002",7,"EST",62.5602,19.2077,"2002-7"
"2240","2002",8,"EST",14.666,19.1163,"2002-8"
"2241","2002",9,"EST",32.4368,11.5391,"2002-9"
"2242","2002",10,"EST",41.3816,1.88005,"2002-10"
"2243","2002",11,"EST",74.38,-1.2605,"2002-11"
"2244","2002",12,"EST",25.5208,-8.1621,"2002-12"
"2245","2003",1,"EST",47.4688,-8.0782,"2003-1"
"2246","2003",2,"EST",14.521,-5.9226,"2003-2"
"2247","2003",3,"EST",15.9706,-0.8335,"2003-3"
"2248","2003",4,"EST",43.5634,3.2033,"2003-4"
"2249","2003",5,"EST",82.0034,10.9611,"2003-5"
"2250","2003",6,"EST",50.749,13.433,"2003-6"
"2251","2003",7,"EST",60.7866,20.3495,"2003-7"
"2252","2003",8,"EST",107.22,16.5364,"2003-8"
"2253","2003",9,"EST",25.9625,12.2265,"2003-9"
"2254","2003",10,"EST",58.38,4.52054,"2003-10"
"2255","2003",11,"EST",58.5692,2.94733,"2003-11"
"2256","2003",12,"EST",70.2588,-0.2835,"2003-12"
"2257","2004",1,"EST",27.1489,-6.8628,"2004-1"
"2258","2004",2,"EST",41.7721,-4.2004,"2004-2"
"2259","2004",3,"EST",48.5263,-0.4358,"2004-3"
"2260","2004",4,"EST",8.33645,5.87281,"2004-4"
"2261","2004",5,"EST",38.2238,10.5338,"2004-5"
"2262","2004",6,"EST",114.023,13.1923,"2004-6"
"2263","2004",7,"EST",103.29,16.5649,"2004-7"
"2264","2004",8,"EST",71.7126,17.4396,"2004-8"
"2265","2004",9,"EST",93.8718,12.8443,"2004-9"
"2266","2004",10,"EST",71.221,6.58257,"2004-10"
"2267","2004",11,"EST",54.4555,0.30737,"2004-11"
"2268","2004",12,"EST",59.886,0.0074,"2004-12"
"2269","2005",1,"EST",71.4255,-1.4375,"2005-1"
"2270","2005",2,"EST",17.1454,-5.7081,"2005-2"
"2271","2005",3,"EST",16.7259,-5.5485,"2005-3"
"2272","2005",4,"EST",18.5322,5.09966,"2005-4"
"2273","2005",5,"EST",70.5477,10.5034,"2005-5"
"2274","2005",6,"EST",83.0905,14.0107,"2005-6"
"2275","2005",7,"EST",55.8862,18.5759,"2005-7"
"2276","2005",8,"EST",123.636,16.4954,"2005-8"
"2277","2005",9,"EST",35.2697,13.0806,"2005-9"
"2278","2005",10,"EST",50.3516,7.58632,"2005-10"
"2279","2005",11,"EST",58.4225,3.35633,"2005-11"
"2280","2005",12,"EST",41.7652,-3.3694,"2005-12"
"2281","2006",1,"EST",18.007,-5.3066,"2006-1"
"2282","2006",2,"EST",23.2424,-8.3304,"2006-2"
"2283","2006",3,"EST",34.008,-5.3259,"2006-3"
"2284","2006",4,"EST",31.3734,4.99632,"2006-4"
"2285","2006",5,"EST",38.2338,10.9188,"2006-5"
"2286","2006",6,"EST",45.09,15.6583,"2006-6"
"2287","2006",7,"EST",20.5751,18.9512,"2006-7"
"2288","2006",8,"EST",71.0733,18.0509,"2006-8"
"2289","2006",9,"EST",39.2665,14.1298,"2006-9"
"2290","2006",10,"EST",110.359,8.51223,"2006-10"
"2291","2006",11,"EST",60.552,2.59246,"2006-11"
"2292","2006",12,"EST",54.8328,3.33147,"2006-12"
"2293","2007",1,"EST",84.4516,-1.773,"2007-1"
"2294","2007",2,"EST",24.3206,-9.174,"2007-2"
"2295","2007",3,"EST",32.7046,3.22686,"2007-3"
"2296","2007",4,"EST",30.2453,5.55256,"2007-4"
"2297","2007",5,"EST",60.7013,11.4222,"2007-5"
"2298","2007",6,"EST",49.574,15.6068,"2007-6"
"2299","2007",7,"EST",78.7548,16.8193,"2007-7"
"2300","2007",8,"EST",67.3062,17.8429,"2007-8"
"2301","2007",9,"EST",71.4569,11.6547,"2007-9"
"2302","2007",10,"EST",85.2059,6.98167,"2007-10"
"2303","2007",11,"EST",62.6024,0.51947,"2007-11"
"2304","2007",12,"EST",40.0663,1.13703,"2007-12"
"2305","2008",1,"EST",54.9606,-1.1389,"2008-1"
"2306","2008",2,"EST",54.7802,0.56414,"2008-2"
"2307","2008",3,"EST",63.1491,0.32233,"2008-3"
"2308","2008",4,"EST",41.5302,7.0854,"2008-4"
"2309","2008",5,"EST",19.1245,10.9621,"2008-5"
"2310","2008",6,"EST",80.3923,14.4195,"2008-6"
"2311","2008",7,"EST",59.6568,17.0529,"2008-7"
"2312","2008",8,"EST",142.048,15.8604,"2008-8"
"2313","2008",9,"EST",44.3075,10.5026,"2008-9"
"2314","2008",10,"EST",103.605,8.70723,"2008-10"
"2315","2008",11,"EST",73.667,2.75876,"2008-11"
"2316","2008",12,"EST",51.6503,-0.1194,"2008-12"
"2317","2009",1,"EST",41.2437,-3.4022,"2009-1"
"2318","2009",2,"EST",25.6061,-4.5474,"2009-2"
"2319","2009",3,"EST",42.7628,-1.0336,"2009-3"
"2320","2009",4,"EST",10.1766,5.85997,"2009-4"
"2321","2009",5,"EST",25.7112,11.4888,"2009-5"
"2322","2009",6,"EST",109.676,13.8297,"2009-6"
"2323","2009",7,"EST",99.6438,17.1504,"2009-7"
"2324","2009",8,"EST",70.6104,16.4367,"2009-8"
"2325","2009",9,"EST",54.6311,13.5298,"2009-9"
"2326","2009",10,"EST",111.215,4.46119,"2009-10"
"2327","2009",11,"EST",58.7928,2.82349,"2009-11"
"2328","2009",12,"EST",72.6367,-4.5334,"2009-12"
"2329","2010",1,"EST",22.0211,-11.876,"2010-1"
"2330","2010",2,"EST",43.5215,-7.9055,"2010-2"
"2331","2010",3,"EST",48.6151,-1.934,"2010-3"
"2332","2010",4,"EST",29.5589,5.63594,"2010-4"
